TaxID,Domain,Phylum,Class,Order,Family,Genus,Species
2047416602,d__Archaea,p__Hydrothermarchaeota,c__Hydrothermarchaeia,o__Hydrothermarchaeales,f__SZUA-236,g__SZUA-236,s__SZUA-236 sp002923215
337441452,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__Poseidoniales,f__Poseidoniaceae,g__MGIIa-L2,s__MGIIa-L2 sp8574u
499029060,d__Archaea,p__Iainarchaeota,c__Iainarchaeia,o__0-14-0-20-30-16,f__0-14-0-20-30-16,g__0-14-0-20-30-16,s__0-14-0-20-30-16 sp903916665
1406608916,d__Archaea,p__Aenigmatarchaeota,c__Aenigmatarchaeia,o__CG10238-14,f__SpSt-28,g__JAHLMO01,s__JAHLMO01 sp023256115
1667068026,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__SCGC-AAA011-G17,f__JAFCDX01,g__JAHIVQ01,s__JAHIVQ01 sp028717785
1141280608,d__Archaea,p__Thermoproteota,c__Methanomethylicia,o__Methanomethylicales,f__JAGHCH01,g__JAGHCH01,s__JAGHCH01 sp021160575
1677101478,d__Archaea,p__Micrarchaeota,c__Micrarchaeia,o__Micrarchaeales,f__Micrarchaeaceae,g__JAMCYM01,s__JAMCYM01 sp021828155
1405236481,d__Archaea,p__Thermoproteota,c__Thermoprotei,o__Thermoproteales,f__Thermocladiaceae,g__Vulcanisaeta,s__Vulcanisaeta distributa_C
1792565024,d__Archaea,p__Thermoproteota,c__Bathyarchaeia,o__Bathyarchaeales,f__B26-1,g__PIYB01,s__PIYB01 sp003601835
800210016,d__Archaea,p__Altiarchaeota,c__Altiarchaeia,o__IMC4,f__IMC4,g__IMC4,s__IMC4 sp001742785
1960848785,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__B-DKE,s__B-DKE sp023484805
2086459142,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__UBA184,f__UBA184,g__UBA184,s__UBA184 sp021826525
200976013,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus sp007571225
340879570,d__Archaea,p__B1Sed10-29,c__B1Sed10-29,o__WALL01,f__WAMD01,g__JALWQZ01,s__JALWQZ01 sp027077895
1186293896,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosarchaeum,s__Nitrosarchaeum sp002737445
1455923512,d__Archaea,p__Asgardarchaeota,c__Thorarchaeia,o__Thorarchaeales,f__Thorarchaeaceae,g__MP5-2226,s__MP5-2226 sp024275415
361772635,d__Archaea,p__Thermoproteota,c__Bathyarchaeia,o__Bathyarchaeales,f__UBA233,g__JADGNF01,s__JADGNF01 sp026014485
225194473,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__UBA509,s__UBA509 sp002498845
1629044711,d__Archaea,p__Iainarchaeota,c__Iainarchaeia,o__Iainarchaeales,f__Iainarchaeaceae,g__UBA10205,s__UBA10205 sp10205u
1216686245,d__Archaea,p__Thermoproteota,c__Korarchaeia,o__Korarchaeales,f__B14-G2,g__B14-G2,s__B14-G2 sp003661385
605045009,d__Archaea,p__Aenigmatarchaeota,c__Aenigmatarchaeia,o__PWEA01,f__B50-G16,g__B50-G16,s__B50-G16 sp003663345
1912430100,d__Archaea,p__Methanobacteriota,c__Methanobacteria,o__Methanobacteriales,f__DSM-23052,g__Methanothermobacter_A,s__Methanothermobacter_A sp001507955
566991391,d__Archaea,p__Halobacteriota,c__Archaeoglobi,o__Archaeoglobales,f__Archaeoglobaceae,g__JdFR-41,s__JdFR-41 sp002010285
1713894871,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Parvarchaeales,f__Parvarchaeaceae,g__Acidifodinimicrobium,s__Acidifodinimicrobium sp023269965
1835783713,d__Archaea,p__Hadarchaeota,c__Hadarchaeia,o__Hadarchaeales,f__Hadarchaeaceae,g__DG-33,s__DG-33 sp030615805
166821451,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__UBA447,s__UBA447 sp023379825
2087182248,d__Archaea,p__Iainarchaeota,c__Iainarchaeia,o__Iainarchaeales,f__JAAZKV01,g__JABIDZ01,s__JABIDZ01 sp028691435
2081477515,d__Archaea,p__Thermoproteota,c__Thermoprotei_A,o__Sulfolobales,f__Pyrodictiaceae,g__Hyperthermus,s__Hyperthermus butylicus
492413431,d__Archaea,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halorubrum,s__Halorubrum sp001261915
735547593,d__Archaea,p__Iainarchaeota,c__Iainarchaeia,o__CSSED10-239,f__CSSED10-239,g__CSSED10-239,s__CSSED10-239 sp003559395
856447548,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,g__UBA183,s__UBA183 sp029785375
1246942412,d__Archaea,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natronoarchaeaceae,g__Natronoarchaeum,s__Natronoarchaeum philippinense
124494621,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__Poseidoniales,f__Thalassarchaeaceae,g__MGIIb-O2,s__MGIIb-O2 sp002498985
967714349,d__Archaea,p__Halobacteriota,c__Archaeoglobi,o__Archaeoglobales,f__Archaeoglobaceae,g__B5-G16,s__B5-G16 sp021163065
393551010,d__Archaea,p__Halobacteriota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanocorpusculaceae,g__Methanocorpusculum,s__Methanocorpusculum sp029987395
550129982,d__Archaea,p__Thermoproteota,c__Bathyarchaeia,o__Bathyarchaeales,f__UBA233,g__SOJA01,s__SOJA01 sp014859805
2092500181,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__UBA472,g__JACXTP01,s__JACXTP01 sp016919625
2023307926,d__Archaea,p__Aenigmatarchaeota,c__Aenigmatarchaeia,o__GW2011-AR5,f__JACRAC01,g__JACPJV01,s__JACPJV01 sp016187395
37546305,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__WJIZ01,g__WJIZ01,s__WJIZ01 sp023140175
1705639536,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Parvarchaeales,f__Parvarchaeaceae,g__Parvarchaeum,s__Parvarchaeum sp021798355
745653455,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__B72-G16,g__B72-G16,s__B72-G16 sp003650545
928995666,d__Archaea,p__Thermoproteota,c__Thermoprotei_A,o__Sulfolobales,f__Acidilobaceae,g__S012-22,s__S012-22 sp027013765
1392999275,d__Archaea,p__Asgardarchaeota,c__Lokiarchaeia,o__Sigynarchaeales,f__MK-D1,g__AMARA-1,s__AMARA-1 sp004524545
535291271,d__Archaea,p__EX4484-52,c__EX4484-52,o__EX4484-52,f__WAPT01,g__WAPT01,s__WAPT01 sp029258795
811307637,d__Archaea,p__Asgardarchaeota,c__Lokiarchaeia,o__Sigynarchaeales,f__SOKP01,g__SOKP01,s__SOKP01 sp030599585
1725231034,d__Archaea,p__Asgardarchaeota,c__Odinarchaeia,o__Odinarchaeales,f__Odinarchaeaceae,g__Odinarchaeum,s__Odinarchaeum sp016839265
1698857352,d__Archaea,p__Thermoproteota,c__Bathyarchaeia,o__Bathyarchaeales,f__UBA233,g__Termiticorpusculum,s__Termiticorpusculum sp003164295
346651806,d__Archaea,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__PXRE01,g__PXRE01,s__PXRE01 sp003021085
1114818669,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopelagicus,s__Nitrosopelagicus sp022450565
1997384381,d__Archaea,p__Halobacteriota,c__Methanosarcinia,o__Methanosarcinales,f__Methanoperedenaceae,g__Methanoperedens,s__Methanoperedens sp027460615
571300377,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__Poseidoniales,f__Poseidoniaceae,g__MGIIa-K1,s__MGIIa-K1 sp002710015
2132948680,d__Archaea,p__Halobacteriota,c__Methanosarcinia,o__Methanosarcinales,f__Methanogasteraceae,g__Methanogaster,s__Methanogaster sp012961645
1575970626,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Tiddalikarchaeales,f__Tiddalikarchaeaceae,g__CG07-land,s__CG07-land sp016931175
1386519578,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomethylophilaceae,g__UBA71,s__UBA71 sp946528255
936236723,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,g__CABMGE01,s__CABMGE01 sp020056045
1964537949,d__Archaea,p__Thermoproteota,c__Thermoprotei_A,o__Marsarchaeales,f__Marsarchaeaceae,g__JAKAWJ01,s__JAKAWJ01 sp021817005
1683016693,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,g__PWGL01,s__PWGL01 sp003554465
1255335876,d__Archaea,p__Halobacteriota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanospirillaceae,g__CAIYHQ01,s__CAIYHQ01 sp903926075
1630997134,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,g__JAGVXD01,s__JAGVXD01 sp018303945
1868458844,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__21-14-0-10-32-9,g__21-14-0-10-32-9,s__21-14-0-10-32-9 sp002762915
1458417773,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomethylophilaceae,g__UBA71,s__UBA71 sp015063235
421813721,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__Poseidoniales,f__Thalassarchaeaceae,g__MGIIb-O2,s__MGIIb-O2 sp902514485
1691015038,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__ARS49,g__JAHFOI01,s__JAHFOI01 sp023266895
1489099221,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__GCA-001856825,g__GCA-001856825,s__GCA-001856825 sp026127935
30989753,d__Archaea,p__Hadarchaeota,c__Hadarchaeia,o__Hadarchaeales,f__Hadarchaeaceae,g__JASEJC01,s__JASEJC01 sp030016755
1865878058,d__Archaea,p__Asgardarchaeota,c__Thorarchaeia,o__Thorarchaeales,f__Thorarchaeaceae,g__MP8T-1,s__MP8T-1 sp016840385
854548298,d__Archaea,p__Halobacteriota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanospirillaceae,g__CAIKOD01,s__CAIKOD01 sp903828975
2011952999,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus sp937897875
855226529,d__Archaea,p__Micrarchaeota,c__Micrarchaeia,o__Micrarchaeales,f__CABMGC01,g__JAJZNA01,s__JAJZNA01 sp027314465
1072443168,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomethylophilaceae,g__Methanoplasma,s__Methanoplasma sp031283015
1832733317,d__Archaea,p__Thermoproteota,c__Bathyarchaeia,o__Bathyarchaeales,f__SOJC01,g__JAGLZW01,s__JAGLZW01 sp026014805
1416816259,d__Archaea,p__Thermoproteota,c__Bathyarchaeia,o__Bathyarchaeales,f__UBA233,g__PIYA01,s__PIYA01 sp003601785
561250456,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,g__MNVX01,s__MNVX01 sp018304325
1125722752,d__Archaea,p__Halobacteriota,c__Methanosarcinia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanosarcina,s__Methanosarcina sp000979455
1069058056,d__Archaea,p__Methanobacteriota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter_A,s__Methanobrevibacter_A sp902772665
1123601188,d__Archaea,p__Halobacteriota,c__Methanosarcinia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanimicrococcus,s__Methanimicrococcus sp017613335
1934925171,d__Archaea,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halovenus,s__Halovenus sp003551945
1196042144,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__MGIII,f__CG-Epi1,g__UBA8886,s__UBA8886 sp002509165
1263064321,d__Archaea,p__Micrarchaeota,c__Micrarchaeia,o__Anstonellales,f__J096,g__JAPLWW01,s__JAPLWW01 sp026396375
1568820345,d__Archaea,p__EX4484-52,c__EX4484-52,o__EX4484-52,f__JAADEF01,g__JAADEF01,s__JAADEF01 sp015520895
786832908,d__Archaea,p__Thermoplasmatota,c__E2,o__DHVEG-1,f__DHVEG-1,g__SM1-50,s__SM1-50 sp016930995
1262347299,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__UBA12501,g__WJJV01,s__WJJV01 sp018812465
1442391339,d__Archaea,p__Methanobacteriota_B,c__Thermococci,o__Thermococcales,f__Thermococcaceae,g__Thermococcus,s__Thermococcus pacificus
789702519,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__SG8-5,f__JACRNV01,g__JACRNV01,s__JACRNV01 sp016214785
1086399363,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomethylophilaceae,g__Methanoplasma,s__Methanoplasma sp031254265
35179057,d__Archaea,p__Aenigmatarchaeota,c__Aenigmatarchaeia,o__CG10238-14,f__CG10238-14,g__JAHLMN01,s__JAHLMN01 sp018920365
113433713,d__Archaea,p__Thermoproteota,c__Thermoprotei,o__Thermofilales,f__B20-G17,g__B67-G16,s__B67-G16 sp003650675
199596584,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__GW2011-AR9,g__UBA11998,s__UBA11998 sp002686315
1747851585,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__WALJ01,f__WALJ01,g__WALJ01,s__WALJ01 sp024278375
1374122285,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__Nitrosocosmicus,s__Nitrosocosmicus sp013821245
1860431865,d__Archaea,p__Micrarchaeota,c__Micrarchaeia,o__Fermentimicrarchaeales,f__Fermentimicrarchaeaceae,g__JAQTMQ01,s__JAQTMQ01 sp028714235
1084119141,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__JAJNBK01,s__JAJNBK01 sp021155845
1601665294,d__Archaea,p__Halobacteriota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanospirillaceae,g__Methanoregula,s__Methanoregula sp030651815
976851933,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__ARS49,g__JACRKG01,s__JACRKG01 sp016215315
485123299,d__Archaea,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloprofundus,s__Haloprofundus salinisoli
1332346505,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__Poseidoniales,f__Poseidoniaceae,g__MGIIa-L1,s__MGIIa-L1 sp009937205
1578448505,d__Archaea,p__Thermoproteota,c__Thermoprotei_A,o__Sulfolobales,f__WANQ01,g__JALWGO01,s__JALWGO01 sp027038805
1236907478,d__Archaea,p__Thermoproteota,c__Korarchaeia,o__Korarchaeales,f__Korarchaeaceae,g__WALU01,s__WALU01 sp027078475
244270506,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__UBA184,f__UBA184,g__JAKIWV01,s__JAKIWV01 sp030037265
1050311318,d__Archaea,p__Asgardarchaeota,c__Lokiarchaeia,o__Sigynarchaeales,f__SOKP01,g__SOKP01,s__SOKP01 sp029856235
369362629,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,g__RBG-13-33-26,s__RBG-13-33-26 sp012798335
1687867864,d__Archaea,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halovenus,s__Halovenus sp003551265
1351722718,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__GCA-2686295,g__GCA-2686295,s__GCA-2686295 sp018812505
2044786971,d__Archaea,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax elongans
2023891718,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,g__ARS1285,s__ARS1285 sp002688875
453504188,d__Archaea,p__Aenigmatarchaeota,c__Aenigmatarchaeia,o__QMZP01,f__JAFGSV01,g__JAUXKD01,s__JAUXKD01 sp030624445
589204160,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__JAKAYB01,s__JAKAYB01 sp021826925
806217504,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__Poseidoniales,f__Poseidoniaceae,g__MGIIa-L2,s__MGIIa-L2 sp002726845
1597677190,d__Archaea,p__Halobacteriota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanocorpusculaceae,g__Methanocorpusculum,s__Methanocorpusculum sp030539595
788207568,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,g__DAOVXQ01,s__DAOVXQ01 sp030636025
1509536694,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Parvarchaeales,f__Parvarchaeaceae,g__JAJZLM01,s__JAJZLM01 sp021802105
1635328142,d__Archaea,p__Thermoplasmatota,c__JAEHCK01,o__JAEHCK01,f__GCA-020356005,g__GCA-020356005,s__GCA-020356005 sp020356005
2010707587,d__Archaea,p__Micrarchaeota,c__Micrarchaeia,o__Micrarchaeales,f__CABMGC01,g__JAJYVH01,s__JAJYVH01 sp027328425
2144969141,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomethylophilaceae,g__Methanoplasma,s__Methanoplasma sp031256955
1465098943,d__Archaea,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halorubrum,s__Halorubrum aquaticum
551992478,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomethylophilaceae,g__UBA71,s__UBA71 sp944322255
2101692889,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__Poseidoniales,f__Poseidoniaceae,g__MGIIa-L1,s__MGIIa-L1 sp009887095
1254524174,d__Archaea,p__Methanobacteriota,c__Methanobacteria,o__Methanobacteriales,f__Methanothermobacteraceae,g__Methanothermobacter,s__Methanothermobacter sp022014235
1661641966,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__SCGC-AAA011-G17,f__PNOQ01,g__JABJPM01,s__JABJPM01 sp018663865
1941246733,d__Archaea,p__Thermoproteota,c__Thermoprotei_A,o__Sulfolobales,f__Sulfolobaceae,g__Sulfurisphaera,s__Sulfurisphaera tokodaii
473112935,d__Archaea,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halosegnis,s__Halosegnis sp003021175
909230616,d__Archaea,p__Halobacteriota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanospirillaceae,g__SD8,s__SD8 sp001412335
543894114,d__Archaea,p__Halobacteriota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanospirillaceae,g__UBA288,s__UBA288 sp949320185
441293431,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__Poseidoniales,f__Thalassarchaeaceae,g__MGIIb-O2,s__MGIIb-O2 sp902593945
1933053032,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__GCA-001856825,g__GCA-001856825,s__GCA-001856825 sp021797855
470563778,d__Archaea,p__Thermoproteota,c__Thermoprotei_A,o__Sulfolobales,f__Acidilobaceae,g__S012-22,s__S012-22 sp027014125
1268270038,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__ARS49,g__JACQMV01,s__JACQMV01 sp016203395
609919902,d__Archaea,p__Nanohaloarchaeota,c__Nanosalinia,o__Nanosalinales,f__Nanosalinaceae,g__B1-Br10-U2g21,s__B1-Br10-U2g21 sp001564035
184035491,d__Archaea,p__Methanobacteriota_B,c__Thermococci,o__Thermococcales,f__Thermococcaceae,g__Palaeococcus,s__Palaeococcus ferrophilus
429162000,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Parvarchaeales,f__Parvarchaeaceae,g__JAJYZA01,s__JAJYZA01 sp027366075
2064787522,d__Archaea,p__Thermoplasmatota,c__E2,o__DHVEG-1,f__DHVEG-1,g__M9B1D,s__M9B1D sp022866015
876375379,d__Archaea,p__Iainarchaeota,c__Iainarchaeia,o__CSSED10-239,f__CSSED10-239,g__Forterrea,s__Forterrea multitransposorum
1733806244,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomethylophilaceae,g__WRKA01,s__WRKA01 sp031260545
1892469883,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosotenuis,s__Nitrosotenuis aquarius
725060957,d__Archaea,p__Thermoproteota,c__Thermoprotei_A,o__Sulfolobales,f__Ignisphaeraceae,g__Ignisphaera,s__Ignisphaera aggregans
893512955,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__JACPRH01,g__JACPRH01,s__JACPRH01 sp016190055
417488358,d__Archaea,p__Methanobacteriota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobacterium,s__Methanobacterium subterraneum
1558600248,d__Archaea,p__Halobacteriota,c__Methanosarcinia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanimicrococcus,s__Methanimicrococcus sp012518265
1449395305,d__Archaea,p__Micrarchaeota,c__Micrarchaeia,o__Norongarragalinales,f__Norongarragalinaceae,g__UBA95,s__UBA95 sp002499405
1827244746,d__Archaea,p__Altiarchaeota,c__Altiarchaeia,o__IMC4,f__WOR-SM1-SCG,g__WOR-SM1-SCG,s__WOR-SM1-SCG sp001723845
349103719,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus sp905479565
1378574690,d__Archaea,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halegenticoccus,s__Halegenticoccus soli
397481853,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__Poseidoniales,f__Thalassarchaeaceae,g__UBA36,s__UBA36 sp902625325
535549864,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,g__JACQLK01,s__JACQLK01 sp016181895
448957976,d__Archaea,p__Aenigmatarchaeota,c__Aenigmatarchaeia,o__QMZP01,f__QMZP01,g__JAHIRU01,s__JAHIRU01 sp018818465
702086706,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__PXDW01,g__PXDW01,s__PXDW01 sp003564925
572525738,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Jingweiarchaeales,f__Jingweiarchaeaceae,g__Jingweiarchaeum,s__Jingweiarchaeum tengchongense
1152422909,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Conexivisphaerales,f__DTJL01,g__JAJPJS01,s__JAJPJS01 sp021324115
1934043439,d__Archaea,p__Halobacteriota,c__Methanosarcinia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanimicrococcus,s__Methanimicrococcus sp031286065
280408320,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,g__GW2011-AR13,s__GW2011-AR13 sp9966u
2092311182,d__Archaea,p__Methanobacteriota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__UBA587,s__UBA587 sp002504725
63954514,d__Archaea,p__Methanobacteriota_B,c__Thermococci,o__Thermococcales,f__Thermococcaceae,g__Thermococcus,s__Thermococcus zilligii
1098818263,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__JAKAYH01,s__JAKAYH01 sp021826835
956647006,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__Poseidoniales,f__Poseidoniaceae,g__Poseidonia,s__Poseidonia sp011524855
2014440090,d__Archaea,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloprofundus,s__Haloprofundus salilacus
1157795764,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,g__JAFCEV01,s__JAFCEV01 sp023144035
1801357667,d__Archaea,p__Halobacteriota,c__Methanosarcinia,o__Methanosarcinales,f__Methanoperedenaceae,g__Methanoperedens,s__Methanoperedens sp028679855
1754999195,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__UBA10117,f__UBA10117,g__UBA10117,s__UBA10117 sp10117u
1812802550,d__Archaea,p__Halobacteriota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanomicrobiaceae,g__Methanogenium,s__Methanogenium sp029633965
2125500672,d__Archaea,p__Asgardarchaeota,c__Heimdallarchaeia,o__Heimdallarchaeales,f__Heimdallarchaeaceae,g__UBA460,s__UBA460 sp018238545
1893310769,d__Archaea,p__Thermoproteota,c__Thermoprotei_A,o__Sulfolobales,f__Desulfurococcaceae,g__JAGHDU01,s__JAGHDU01 sp021159785
99794866,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomethylophilaceae,g__UBA71,s__UBA71 sp016282555
718821161,d__Archaea,p__Thermoproteota,c__Bathyarchaeia,o__Bathyarchaeales,f__UBA233,g__DAOVFC01,s__DAOVFC01 sp030668645
1086751304,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__UBA184,f__UBA184,g__UBA184,s__UBA184 sp030040915
1743744086,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__SCGC-AAA011-G17,f__UBA489,g__JACOVP01,s__JACOVP01 sp018302985
1847399315,d__Archaea,p__Hydrothermarchaeota,c__Hydrothermarchaeia,o__Hydrothermarchaeales,f__JAADFM01,g__JAADFM01,s__JAADFM01 sp013152845
892970851,d__Archaea,p__Halobacteriota,c__Archaeoglobi,o__Archaeoglobales,f__Archaeoglobaceae,g__Geoglobus,s__Geoglobus sp027019885
548748235,d__Archaea,p__Iainarchaeota,c__Iainarchaeia,o__Iainarchaeales,f__JAFCCJ01,g__JAFCCJ01,s__JAFCCJ01 sp017610305
1326254172,d__Archaea,p__Thermoplasmatota,c__E2,o__DHVEG-1,f__DHVEG-1,g__M9B1D,s__M9B1D sp020341795
618440096,d__Archaea,p__Thermoplasmatota,c__E2,o__DHVEG-1,f__DHVEG-1,g__JAJISJ01,s__JAJISJ01 sp022848765
382691086,d__Archaea,p__Nanohaloarchaeota,c__Nanosalinia,o__Nanosalinales,f__Nanohalalkaliarchaeacea,g__JALIDP01,s__JALIDP01 sp022865215
1212706970,d__Archaea,p__Hydrothermarchaeota,c__Hydrothermarchaeia,o__Hydrothermarchaeales,f__WAQR01,g__JACRDW01,s__JACRDW01 sp016212785
